predict,groundtruth
-0.06816583525966362,0.0
0.913605640216587,1.0
-0.6972333201836997,-1.0
0.9293889341899152,1.0
1.966760771041776,2.0
0.26957577320803155,0.0
-0.8501866613920875,-1.0
0.20552156895912707,0.0
-2.118740878364634,-2.0
0.7999150805260334,1.0
1.8750339996118148,2.0
0.19993425248588811,0.0
1.8154619429816128,2.0
2.9371665285725603,3.0
1.2371804203583698,1.0
0.22250001716079656,0.0
1.2715042140522703,1.0
-1.0495475745031806,-1.0
-0.9454872699652136,-1.0
0.11010231794234844,0.0
-2.0930850923002717,-2.0
0.14579415570173557,0.0
1.3038733996891372,1.0
-1.0542181894082043,-1.0
-2.1602919791843656,-2.0
-1.0977515066928456,-1.0
-3.033752770035222,-3.0
0.8888057776008785,1.0
1.9480301507361721,2.0
0.3398738590638138,0.0
1.8367105610203955,2.0
2.841215287846466,3.0
1.2687304767873249,1.0
0.19651866941708737,0.0
1.171431063374924,1.0
-1.071128737689592,-1.0
1.7960819823041154,2.0
2.8868021639066788,3.0
1.2523005024680165,1.0
2.79907142560529,3.0
3.9372780884649634,4.0
2.2262620576415477,2.0
1.2092077851646073,1.0
2.2071431274477638,2.0
-0.018787897803776692,0.0
0.13791297419632462,0.0
1.1569963725393384,1.0
-1.0384293348711404,-1.0
1.097024308621939,1.0
2.205200972947039,2.0
-0.037482825141410915,0.0
-1.0970965920280955,-1.0
-0.03337887993015524,0.0
-2.12610725766669,-2.0
-0.7407333477034407,-1.0
0.4472554822679334,0.0
-2.0113083811336887,-2.0
0.14152243156433916,0.0
1.4009268260685124,1.0
-1.0999833781237678,-1.0
-2.104269191151446,-2.0
-0.92292178638752,-1.0
-2.932133770933775,-3.0
0.2450390344259282,0.0
1.3352245545237613,1.0
-0.994580505458658,-1.0
1.0727628274101724,1.0
2.24208384431219,2.0
-0.08041494390880725,0.0
-1.046536372299955,-1.0
0.08028584556259862,0.0
-1.9300207450844207,-2.0
-2.1253287527946165,-2.0
-1.0316167327621608,-1.0
-2.9534486590083313,-3.0
-1.3164502076398614,-1.0
-0.03955201163106007,0.0
-2.1268870763600214,-2.0
-3.465263259545936,-3.0
-2.1982348346195986,-2.0
-2.900224367529689,-4.0
0.7877935545811986,1.0
1.7202241966335938,2.0
0.08870231270898817,0.0
1.866942569651143,2.0
2.9224199387001866,3.0
1.2021536902688288,1.0
0.12368608300678748,0.0
1.1348286040933706,1.0
-1.1572650034854641,-1.0
1.786707455042289,2.0
2.795048886372128,3.0
1.1159468411320566,1.0
2.7830073466444665,3.0
3.871321328216907,4.0
2.1546339465294,2.0
1.2389306285624562,1.0
2.1917903121381235,2.0
-0.05664848800287895,0.0
0.0756300612701742,0.0
1.116960329462727,1.0
-1.11915325118298,-1.0
1.1830354797114913,1.0
2.3906178194213785,2.0
-0.11802482903911564,0.0
-1.106671212560145,-1.0
-0.10292381282241163,0.0
-1.9964993181177713,-2.0
1.9636228975729173,2.0
2.8620516636546673,3.0
1.2370535195841788,1.0
2.999775529702304,3.0
3.8716555444461553,4.0
2.2890401155020603,2.0
1.3423274310218707,1.0
2.132439114080312,2.0
-0.2740268015681417,0.0
2.932508611319462,3.0
3.911460380922562,4.0
2.249779207709067,2.0
3.9829648426865836,4.0
5.000873466868142,5.0
3.2940165774932373,3.0
2.4729305117650133,2.0
3.29206826765727,3.0
0.931464755855898,1.0
1.0902380948968746,1.0
2.1012806979643974,2.0
-0.19891176632572263,0.0
2.1267213276654493,2.0
3.2423268388918123,3.0
0.7763446287928267,1.0
-0.06974899938742933,0.0
0.9333923784533901,1.0
-1.4593270099667857,-1.0
0.31409054386361307,0.0
1.1941333997753523,1.0
-1.0170095552018106,-1.0
1.2921671017219571,1.0
2.346773549619029,2.0
-0.0025910278833131497,0.0
-1.0528073881288558,-1.0
-0.11033807309323233,0.0
-2.0219812023855477,-2.0
1.314403640660827,1.0
2.1156874644891692,2.0
-0.09637194734568848,0.0
2.245647432917308,2.0
3.1970048481874462,3.0
0.905185828619863,1.0
0.0890553320507755,0.0
0.9575205914053689,1.0
-1.0585362266334934,-1.0
-1.0112749154968421,-1.0
-0.1292295795757931,0.0
-2.0484449990091216,-2.0
-0.12297533183030478,0.0
1.0152957313620155,1.0
-1.310692081105345,-1.0
-2.3233420396288986,-2.0
-1.2455568326659554,-1.0
-2.1615126714360438,-3.0
-0.8785680378497752,-1.0
0.2932358019789936,0.0
-2.0761310370985067,-2.0
0.15009420959304895,0.0
1.3343137804305618,1.0
-1.1140427641997528,-1.0
-2.2556290313768566,-2.0
-1.0651967479771551,-1.0
-3.1563642997994927,-3.0
0.06492265928184711,0.0
1.4069125020294555,1.0
-1.0945592010097167,-1.0
1.122538946854518,1.0
2.441989074840591,2.0
-0.20759307945800823,0.0
-1.0957196678570833,-1.0
0.11522572317943432,0.0
-2.017239647566897,-2.0
-2.3608394638086745,-2.0
-1.1036172133260616,-1.0
-2.960691751818872,-3.0
-1.38224469857417,-1.0
0.05304953020970434,0.0
-2.228488847267898,-2.0
-3.490610438006059,-3.0
-2.298651728624521,-2.0
-2.8801217788912377,-4.0
0.18208401423942097,0.0
1.2670404166159832,1.0
-1.128986116411995,-1.0
1.2525589704061693,1.0
2.257423677456031,2.0
-0.03259548077463218,0.0
-1.1046488392174476,-1.0
-0.15078666880262484,0.0
-2.3877154749931444,-2.0
1.0976870528416063,1.0
2.177450732587629,2.0
-0.12163079450229557,0.0
2.3461999776695412,2.0
3.437743158733098,3.0
0.989134244042048,1.0
0.03316571880242155,0.0
0.9154271621206639,1.0
-1.1447109732035878,-1.0
-1.2266797466343755,-1.0
-0.1648614418132021,0.0
-2.1166676873537833,-2.0
-0.27282273490024606,0.0
0.9854678714008279,1.0
-1.233732582114727,-1.0
-2.34788407804706,-2.0
-1.2811085743131523,-1.0
-2.41905372332704,-3.0
-2.085524126154781,-2.0
-0.9556953862008307,-1.0
-3.0304335806794436,-3.0
-1.2210157954403664,-1.0
-0.06344215102686317,0.0
-2.3900985759504474,-2.0
-3.0873132157509255,-3.0
-2.098762469702934,-2.0
-2.900905061194238,-4.0
-1.116935322274089,-1.0
-0.029994326160292777,0.0
-2.0187764375252764,-2.0
-0.26219607273506623,0.0
0.874894172175913,1.0
-1.4544255151574257,-1.0
-2.168135759740921,-2.0
-1.2095752406325753,-1.0
-1.984751079768217,-3.0
-3.1144049231907056,-3.0
-2.0780116324608295,-2.0
-2.7885937330196393,-4.0
-2.507064906171565,-2.0
-1.1580067378394583,-1.0
-2.5937056815371315,-3.0
-3.42412248773772,-4.0
-2.3452896383847994,-3.0
-1.2755658002445225,-0.75
0.9242657715749366,1.0
1.936824147587088,2.0
0.181836466331574,0.0
1.8628825506875293,2.0
2.751112000107695,3.0
1.1479491841333234,1.0
0.16970156944630252,0.0
1.171288789630963,1.0
-1.2199469666013565,-1.0
1.6940356857438124,2.0
2.815057935022863,3.0
1.0872669283256746,1.0
2.7139456499299675,3.0
3.7273594120380826,4.0
2.1755073636213345,2.0
1.0719416262006112,1.0
2.1048603566220683,2.0
-0.3229529758851308,0.0
0.05458157692763085,0.0
1.1574415421906386,1.0
-1.0462853470319695,-1.0
1.08886881733764,1.0
2.0428049856309647,2.0
-0.1400217268726757,0.0
-1.2026467180530753,-1.0
-0.327492634232386,0.0
-2.218483723342616,-2.0
1.9347991280352224,2.0
2.8739164937678074,3.0
1.0694029882451437,1.0
2.8620979174239656,3.0
3.6648380445430737,4.0
2.062974859443414,2.0
1.1773815285783646,1.0
2.0920413913541855,2.0
-0.17949915913455153,0.0
2.9178402693570993,3.0
3.915674584324562,4.0
2.183849199983057,2.0
3.941106316182071,4.0
4.921669706273803,5.0
3.2510860117451292,3.0
2.2402233641299167,2.0
3.180765392524136,3.0
0.8936933712699179,1.0
1.284275859041272,1.0
2.271161401757012,2.0
-0.0454563077438345,0.0
2.23171318349162,2.0
3.1478903378491756,3.0
0.9246002984065732,1.0
-0.10344517234980881,0.0
0.8961335233653492,1.0
-1.1743321583949191,-1.0
0.14961973665205539,0.0
1.3312416096448194,1.0
